SNo,Startup Name,Industry/Sector,City,Investors Name,InvestmentType,Amount(USD),Date
179,zetwerk,EdTech,Bengaluru,Y Combinator,Debt Financing,N/A,02-17-2021
186,PharmEasy,Media & Entertainment,chennai,"tiger global, Elevation",Series B,Undisclosed,07-01-2020
605,Freshworks,Cleantech,Gurgaon,"Falcon Edge, lightspeed india",Debt Financing,N/A,2020/10/17
396,Udaan,Media & Entertainment,noida,Kalaari Capital,Series D,N/A,2021-08-20
968,Cars24,HealthTech,ahmedabad,"Accel Partners, Elevation",Series B,"$50,000,000",2023/05/04
317,Dailyhunt,HealthTech,ahmedabad,"Lightspeed Venture Partners, Falcon Edge",Series B,"10,000,000",04-01-2024
1327,FirstCry,EdTech,Mumbai,Accel India,Series B,"USD 18,000,000",07-06-2022
1055,Innovaccer,E-Commerce,NOIDA,SoftBank,Series A,"₹199,200,000",27/07/2023
130,Lenskart,EdTech,ahmedabad,Sequoia Capital India,Seed,"₹2,490,000,000",2020/03/11
356,Physicswallah,FoodTech,kolkata,IDG Ventures,Angel,"$1,000,000",2023/07/20
1323, Swiggy ,Retail Tech,hyderabad,"sequoia capital india, Elevation",Bridge,Undisclosed,19-Sep-2024
1467,Ola Electric,FoodTech,ahmedabad,"Y Combinator, Nexus Venture Partners",Angel,"USD 5,000,000",23-Jan-2023
1266,Chargebee,Real Estate Tech,New delhi,kalaari capital,Debt Financing,"$11,000,000.00",07-08-2021
949,APNA,Cleantech,mumbai,"Softbank Vision Fund, Kalaari Capital",Series B,N/A,2020/08/10
758,Urban Company,AgriTech,Gurgaon,"info edge ventures, Blume",Series E,"$10,000,000.00",2025-04-10
211,boAt,FinTech,NCR,InfoEdge,Bridge,,2020/02/20
322,Infra.Market,Gaming,Madras,Sequoia Capital India,Series E,"40,000,000",2021/08/04
1314,Licious,FinTech,ahmedabad,matrix partners,Private Equity,"40,000,000",2025/05/02
1453,Unacademy,FinTech,,Falcon Edge Capital,Series D,"$1,400,000.00",2025/03/15
261,Freshworks,AI/ML,Chennai,Softbank Vision Fund,Angel,N/A,2021-02-25
531, Dailyhunt ,FoodTech,GGN,Elevation,Seed,"USD 6,000,000",11/10/2020
388,CRED,AgriTech,Ahmedabad,"lightspeed india, IDG Ventures",Pre-Seed,"$4,800,000.00",13/03/2021
789,Vedantu,FinTech,NOIDA,"Accel Partners, SoftBank",Pre-Seed,"₹1,660,000,000",2022/05/27
1486,mobikwik,AgriTech,Ahmedabad,"steadview capital, Accel",Series B,"₹913,000,000",2020/10/12
134,Nykaa,Real Estate Tech,Madras,falcon edge,Series E,"400,000",2023/10/27
1092,DELHIVERY,EdTech,chennai,Falcon Edge,Series B,"16,000,000",06/01/2022
1473,Groww,InsurTech,hyderabad,Kalaari Capital,Bridge,Undisclosed,2025-01-01
114,Udaan,SaaS,Bombay,"SAIF Partners, Matrix Partners",Seed,"USD 30,000,000",2021/12/19
1442,Vernacular.ai,InsurTech,hyderabad,Kalaari Capital,Series B,"12,000,000",2025/12/28
1297,Innovaccer,Real Estate Tech,Delhi,Sequoia Capital,Series D,"USD 1,000,000",22/07/2022
188,Infra.Market,EdTech,Calcutta,Tiger Global Management,Series B,"$1,100,000",2024-09-30
1091,ElasticRun,Retail Tech,PUNE,"Steadview Capital, YC",Angel,N/A,2021/03/09
638,Darwinbox,Real Estate Tech,PUNE,"YC, Blume",Series D,"USD 40,000,000",2023-10-23
452,Moglix,InsurTech,GGN,Lightspeed Venture Partners,Series A,"$2,300,000.00",05-Apr-2023
199,Swiggy,SaaS,Hyderabad ,"InfoEdge, SAIF Partners",Series D,"18,000,000",12/04/2025
421,Razorpay,HealthTech,hyderabad,Nexus Venture Partners,Pre-Seed,"$20,000,000",10-30-2025
1188,Meesho,AI/ML,Calcutta,Tiger Global,Series D,Undisclosed,23/04/2021
1320,SHARECHAT,Retail Tech,bangalore,"Steadview, Kalaari Capital",Bridge,"USD 30,000,000",08-Feb-2021
1323,,,,,,,
707,Dailyhunt,E-Commerce,Bengaluru ,Y Combinator,Debt Financing,"USD 3,000,000",05/05/2022
944,Darwinbox,Gaming,Noida,Lightspeed Venture Partners,Private Equity,"USD 17,000,000",22-Feb-2021
772,Zomato,Gaming,Pune,Blume,Seed,Undisclosed,2020-02-19
227,Vernacular.ai,FinTech,mumbai,IDG Ventures,Pre-Seed,N/A,
1063,Swiggy,E-Commerce,BLR,"tiger global, lightspeed india",Series C,"20,000,000",12-Jul-2025
740,Zepto,HealthTech,hyderabad,"Sequoia Capital, kalaari capital",Seed,"$4,400,000",
371,Freshworks,SaaS,gurugram,Steadview Capital,Series C,"$30,000,000.00",2024-12-05
769,Zepto,Real Estate Tech,Mumbai,Accel Partners,Series B,"USD 3,000,000",2022-05-11
1135,ShareChat,InsurTech,Ahmedabad,Accel India,Series B,N/A,10-27-2024
350,Dailyhunt,Mobility,NOIDA,nexus partners,Series E,"₹166,000,000",2022-04-28
1391,Innovaccer,Logistics,kolkata,"Sequoia, IDG Ventures",Pre-Seed,"50,000,000",17/12/2024
622,SHARECHAT,Mobility,bangalore,tiger global,Series C,,30-May-2022
1071,ShareChat,Retail Tech,noida,Soft Bank,Angel,Undisclosed,09-17-2024
119,upGrad,Media & Entertainment,BLR,Steadview Capital,Private Equity,"2,000,000",2020-09-03
1366, Dunzo ,Retail Tech,NOIDA,"Falcon Edge Capital, YC",Seed,"$3,700,000",18-Oct-2020
672,upGrad,Mobility,Bengaluru ,"nexus partners, Lightspeed",Seed,,2024-09-04
1128,CRED,HealthTech,Noida,Elevation,Bridge,"USD 30,000,000",2023/11/20
1002,PharmEasy,,BLR,info edge ventures,Series C,"USD 1,200,000",18/11/2021
244,Zerodha,FinTech,Bengaluru ,nexus partners,Series C,"11,000,000",25-Sep-2021
1237,Meesho,AI/ML,Bangalore,"kalaari capital, Info Edge",Series B,"₹166,000,000",16-Jun-2022
747,Swiggy,SaaS,MUMBAI,Steadview,Series A,"$4,600,000",04-Jul-2020
1102,slice,Real Estate Tech,mumbai,Accel Partners,Seed,"$1,800,000.00",2020-09-20
1080,Apna,AI/ML,Delhi,Chiratae,Seed,,02-28-2022
431,Vedantu,,mumbai,"Falcon Edge Capital, SAIF Partners",Debt Financing,"$50,000,000",07/11/2025
716,Infra.Market,,ahmedabad,Lightspeed,Series E,"$50,000,000",2024-04-26
161,Innovaccer,FoodTech,,sequoia capital india,Series C,"₹3,320,000,000",14-Aug-2025
1095,Zepto,AgriTech,Ahmedabad,"Steadview Capital, lightspeed india",Series E,"$4,800,000.00",19/12/2021
1322,Byju's,Retail Tech,New Delhi,Accel India,Series A,"$50,000,000",12/09/2021
857,Rebel Foods,E-Commerce,kolkata,kalaari capital,Bridge,"USD 10,000,000",2025/07/17
548,Vernacular.ai,Real Estate Tech,Noida,"Kalaari, Chiratae Ventures",Angel,"20,000,000",2021/09/16
401,Chargebee,EdTech,noida,"Blume Ventures, info edge ventures",Series B,"₹66,400,000",09/01/2022
766,upGrad,HealthTech,Hyderabad ,steadview capital,Seed,N/A,2024-05-09
1053, Cars24 ,FinTech,noida,"y combinator, Steadview Capital",Series D,"$13,000,000",2022/12/20
728,Byju's,Real Estate Tech,Bombay,Steadview,Series D,"₹190,900,000",2024-12-31
888,Nykaa,EdTech,Calcutta,"Sequoia, Nexus Venture Partners",Pre-Seed,,2020/03/10
18,CarDekho,Media & Entertainment,mumbai,steadview capital,Series B,,04-13-2022
1488,Urban Company,Gaming,Hyderabad,"Accel Partners, y combinator",Series C,,2020/07/07
1036,Infra.Market,FinTech,New Delhi,tiger global,Private Equity,"6,000,000",2025/11/09
1315,Khatabook,Cleantech,delhi,Falcon Edge,Series A,"₹3,320,000,000",2025-11-27
751,CRED,Cleantech,Gurgaon,Blume,Series A,"$8,000,000.00",2020-12-08
417,Licious,Cleantech,pune,y combinator,Series D,"50,000,000",25-Jul-2020
1242,Acko,InsurTech,GGN,lightspeed india,Series D,"$3,000,000",01/09/2020
418,MEESHO,E-Commerce,Kolkata,Elevation Capital,Series C,Undisclosed,03-Sep-2025
196,Dunzo,Logistics,New delhi,matrix partners,Series D,,02-23-2025
1233,ZOMATO,EdTech,Chennai,Blume,Angel,N/A,30-Mar-2021
982,Zerodha,,Pune,"Nexus Venture Partners, Chiratae",Bridge,"₹398,400,000",2020/06/20
1018,Slice,HealthTech,Calcutta,"Steadview Capital, matrix partners",Series B,"USD 17,000,000",08-15-2024
636,Licious,Media & Entertainment,noida,"kalaari capital, Lightspeed",Series D,N/A,01-05-2025
848,Dailyhunt,FinTech,delhi,"Info Edge, Lightspeed Venture Partners",Series B,"₹1,411,000,000",08/04/2022
833,Groww,E-Commerce,pune,"info edge ventures, Nexus Venture",Series A,Undisclosed,14-Jun-2020
1477,MobiKwik,SaaS,chennai,"Nexus Venture, lightspeed india",Private Equity,"$19,000,000",05-Jun-2022
169,Ola Electric,Logistics,Pune,info edge ventures,Pre-Seed,"40,000,000",2021/01/26
1372,Zerodha,HealthTech,Gurugram,"Matrix Partners, kalaari capital",Pre-Seed,"USD 800,000",2021-09-13
1397,Cars24,AI/ML,Bangalore,"Accel Partners, Elevation Capital",Angel,N/A,2023-10-24
985,Acko,FoodTech,BLR,Steadview,Seed,"4,000,000",2024-09-26
1034,Zomato,Media & Entertainment,hyderabad,"lightspeed india, Chiratae Ventures",Series A,"₹1,577,000,000",
463,VERNACULAR.AI,Media & Entertainment,,Info Edge,Series B,N/A,10/04/2024
341,OYO,Media & Entertainment,Madras,"Steadview Capital, Softbank Vision Fund",Angel,"USD 17,000,000",2021/12/15
1285, Zomato ,SaaS,Ahmedabad,Sequoia,Angel,"$200,000",12-10-2022
212,CarDekho,Real Estate Tech,Calcutta,nexus partners,Series C,"$3,100,000",17/02/2020
578,boAt,AgriTech,Gurugram,"Sequoia Capital, Accel",Bridge,,2022/05/04
538,Mamaearth,Logistics,GGN,"Falcon Edge, info edge ventures",Debt Financing,N/A,2025/11/28
1500,Dunzo,InsurTech,Hyderabad,y combinator,Debt Financing,,27/01/2023
385,acko,Media & Entertainment,chennai,Elevation Capital,Pre-Seed,"USD 10,000,000",20/07/2024
6,Delhivery,Logistics,gurugram,"InfoEdge, Kalaari",Series C,"$900,000",25/03/2021
263,CarDekho,Mobility,hyderabad,"Falcon Edge Capital, blume ventures",Debt Financing,N/A,2025/11/14
620,PharmEasy,EdTech,New delhi,"Sequoia, Falcon Edge Capital",Series D,"$30,000,000",08-19-2022
613, Meesho ,EdTech,hyderabad,"Matrix Partners, Tiger Global",Debt Financing,"1,500,000",
933,Delhivery,InsurTech,,"y combinator, Blume",Series D,"1,000,000",2025/09/29
535,nykaa,E-Commerce,Noida,Tiger Global Management,Series E,,2020-12-13
891,Khatabook,Media & Entertainment,chennai,InfoEdge,Series B,"2,400,000",06-22-2023
696, Vedantu ,Real Estate Tech,Kolkata,Y Combinator,Series C,Undisclosed,02-25-2021
1025,udaan,HealthTech,Delhi,Soft Bank,Series E,"$3,700,000.00",2024-09-06
930,Dailyhunt,Real Estate Tech,hyderabad,"Blume, Kalaari Capital",Series B,"USD 2,300,000",2021/06/29
1260,PolicyBazaar,Retail Tech,New Delhi,Nexus Venture Partners,Pre-Seed,N/A,2023/03/08
185,Chargebee,Logistics,,matrix partners,Angel,"$3,900,000",27/04/2022
1210,Swiggy,Mobility,Delhi,Accel,Series B,"$40,000,000",01-26-2021
1131,Pine Labs,E-Commerce,Noida,"steadview capital, YC",Series C,"$1,700,000",27/09/2023
437,Slice,FoodTech,Bangalore,"Matrix Partners India, kalaari capital",Pre-Seed,"₹4,150,000,000",05/07/2020
499,boAt,InsurTech,Chennai,"Matrix Partners, steadview capital",Debt Financing,"$4,000,000",30-May-2023
924,Meesho,Gaming,Madras,falcon edge,Series B,N/A,2025/02/13
630,Moglix,SaaS,Madras,"Tiger Global Management, Lightspeed Venture Partners",Series A,"USD 9,000,000",11-24-2021
993,Freshworks,Gaming,GGN,"lightspeed india, steadview capital",Pre-Seed,,11-22-2021
1482,Razorpay,Cleantech,gurugram,Tiger Global Management,Series C,,14-Dec-2023
535,nykaa,E-Commerce,Noida,Tiger Global Management,Series E,,2020-12-13
1322,Byju's,Retail Tech,New Delhi,Accel India,Series A,"$50,000,000",12/09/2021
796,Innovaccer,FoodTech,Hyderabad ,lightspeed india,Angel,N/A,04-Mar-2024
1090,UNACADEMY,EdTech,New delhi,y combinator,Seed,"$600,000.00",2023-04-13
1469,Meesho,AgriTech,gurugram,Falcon Edge,Series B,"$1,000,000.00",21/01/2024
584,BharatPe,AgriTech,delhi,SOFTBANK,Bridge,,26/03/2020
1261,CHARGEBEE,FoodTech,Delhi,kalaari capital,Pre-Seed,"$40,000,000.00",15-Feb-2020
1400,Unacademy,InsurTech,Calcutta,"Nexus Venture, Accel Partners",Series A,"USD 5,000,000",
113,dailyhunt,EdTech,chennai,"Info Edge, sequoia capital india",Private Equity,Undisclosed,17-Nov-2025
519,boAt,FinTech,Gurugram,"nexus partners, Kalaari Capital",Pre-Seed,"10,000,000",22/10/2024
138,RAZORPAY,FoodTech,chennai,"YC, Tiger Global Management",Series C,"USD 50,000,000",2025-02-18
319,Postman,InsurTech,delhi,sequoia capital india,Series A,N/A,27-Jul-2023
358,Mamaearth,Media & Entertainment,noida,y combinator,Bridge,"$2,200,000.00",
865,Nykaa,SaaS,kolkata,"kalaari capital, Nexus Venture",Series D,N/A,2022/11/10
1096,Cars24,AgriTech,kolkata,Lightspeed,Series B,N/A,08-05-2023
1369,Darwinbox,Gaming,Delhi,Tiger Global Management,Seed,"50,000,000",2025/06/12
986,DARWINBOX,InsurTech,GGN,"Steadview Capital, Elevation Capital",Debt Financing,"$9,000,000",
570,boAt,Mobility,MUMBAI,Falcon Edge,Private Equity,,2024-06-19
647,PharmEasy,EdTech,chennai,"Soft Bank, Steadview",Seed,"₹332,000,000",11-10-2025
36, Zepto ,AI/ML,NCR,"kalaari capital, YC",Bridge,"USD 19,000,000",12-20-2020
586,Meesho,Media & Entertainment,hyderabad,"falcon edge, Matrix Partners India",Series D,"₹1,245,000,000",2023/09/28
1360,Innovaccer,Logistics,PUNE,kalaari capital,Debt Financing,,2022/07/08
1017,Rebel Foods,HealthTech,bangalore,"Sequoia, Chiratae Ventures",Seed,,2020-03-01
381,MobiKwik,Gaming,BLR,"Nexus Venture, Kalaari",Private Equity,"USD 10,000,000",08-Oct-2023
1177,MobiKwik,HealthTech,delhi,matrix partners,Pre-Seed,"$2,000,000.00",2022-06-16
1356,Vernacular.ai,HealthTech,Hyderabad ,"Nexus Venture, lightspeed india",Series A,,2022/10/05
8,ElasticRun,Gaming,Kolkata,IDG Ventures,Series D,"$4,100,000.00",11/03/2024
475,Udaan,Mobility,Bangalore,"matrix partners, YC",Series A,"₹381,800,000",2021/01/23
1479,ola electric,InsurTech,Hyderabad ,sequoia capital india,Seed,"2,500,000",24/01/2025
337,byju's,EdTech,Hyderabad,Nexus Venture Partners,Series C,"$40,000,000.00",
566,Razorpay,Cleantech,mumbai,"info edge ventures, Lightspeed",Series B,"$1,200,000",04-25-2021
139,Physicswallah,InsurTech,hyderabad,Matrix Partners India,Private Equity,"$7,000,000.00",06-19-2024
1268,Vernacular.ai,EdTech,hyderabad,Tiger Global Management,Angel,N/A,2024-08-02
1079,Byju's,FoodTech,New Delhi,"Falcon Edge Capital, nexus partners",Bridge,"₹4,150,000,000",12/02/2021
35,vernacular.ai,Media & Entertainment,Ahmedabad,lightspeed india,Pre-Seed,,21-Feb-2020
768,Apna,E-Commerce,Gurugram,Softbank Vision Fund,Series A,,15/10/2020
1201,Lenskart,Gaming,chennai,Lightspeed Venture Partners,Bridge,"$700,000",10-Aug-2025
1230,Dailyhunt,Retail Tech,gurugram,Tiger Global,Series B,"$9,000,000.00",2020-02-16
993,,,,,,,
828,ElasticRun,FoodTech,New delhi,Y Combinator,Series E,"$1,100,000",01/06/2024
922,moglix,FinTech,NOIDA,"Nexus Venture Partners, Elevation",Bridge,"USD 2,000,000",2024/07/17
273,Digit Insurance,Cleantech,Gurgaon,"Steadview, blume ventures",Debt Financing,Undisclosed,04-26-2023
1374,Chargebee,Media & Entertainment,Mumbai,"matrix partners, Blume Ventures",Bridge,"₹4,150,000,000",2025/11/02
33,boAt,AgriTech,Mumbai,Accel Partners,Private Equity,"8,000,000",11-Jun-2022
672,,,,,,,
881,upGrad,HealthTech,Ahmedabad,Info Edge,Series C,Undisclosed,2024/06/04
1324,Innovaccer,EdTech,NOIDA,lightspeed india,Series A,"₹174,300,000",2024/02/22
786,ShareChat,E-Commerce,Pune,Sequoia,Bridge,"$300,000.00",2021/07/17
819,Razorpay,Gaming,Bombay,info edge ventures,Angel,"$10,000,000",2020-02-10
1353,Urban Company,Gaming,kolkata,Accel,Angel,N/A,23/04/2021
1196,SLICE,Gaming,delhi,kalaari capital,Series C,"₹2,490,000,000",2025-08-23
1455,GROWW,Retail Tech,Chennai,"Tiger Global, steadview capital",Series E,,11-28-2023
575,upGrad,Cleantech,Bombay,Sequoia,Seed,N/A,16/07/2022
1, Zepto ,E-Commerce,bangalore,Steadview Capital,Angel,N/A,2020-05-10
998,Digit Insurance,E-Commerce,Kolkata,"blume ventures, InfoEdge",Debt Financing,"₹41,500,000",11-06-2022
1047,Groww,Gaming,GGN,"SAIF Partners, Falcon Edge",Series D,"$10,000,000",26-Dec-2025
837,Zomato,HealthTech,Delhi,"Y Combinator, Tiger Global Management",Series B,Undisclosed,2023/11/04
1046,zerodha,Media & Entertainment,Ahmedabad,"Lightspeed, Sequoia Capital India",Series B,N/A,05-Jul-2021
191,Acko,InsurTech,BLR,"Steadview Capital, Accel India",Series D,"₹83,000,000",22-Feb-2023
871, Groww ,E-Commerce,PUNE,"Steadview, tiger global",Debt Financing,"2,000,000",09-15-2022
1465,Razorpay,Real Estate Tech,Noida,"Y Combinator, Blume Ventures",Series E,Undisclosed,2025-06-19
964,swiggy,Retail Tech,Noida,"Steadview, Accel Partners",Seed,Undisclosed,14/05/2023
628,mobikwik,AI/ML,chennai,Steadview Capital,Private Equity,,31-Jan-2025
639,ShareChat,SaaS,Bombay,Steadview Capital,Pre-Seed,"30,000,000",2020/07/20
157,dunzo,HealthTech,New delhi,"sequoia capital india, Info Edge",Pre-Seed,"USD 4,500,000",2024-04-18
874,darwinbox,FinTech,Mumbai,Accel India,Seed,"40,000,000",2021/02/24
823,Byju's,Cleantech,Calcutta,"Kalaari, Accel",Series A,"USD 13,000,000",06-11-2022
567,INNOVACCER,FinTech,New delhi,Accel Partners,Debt Financing,"USD 200,000",2024-02-03
918,REBEL FOODS,AgriTech,Calcutta,"blume ventures, Falcon Edge",Pre-Seed,"7,000,000",04-30-2023
441,Zerodha,HealthTech,ahmedabad,Accel India,Series E,"USD 40,000,000",30/01/2020
1425,Pine Labs,EdTech,ahmedabad,accel india,Series D,,15/09/2021
652,Zetwerk,HealthTech,Bengaluru,"Nexus Venture, Elevation",Series D,N/A,25-Mar-2024
209,Pine Labs,Mobility,hyderabad,Chiratae Ventures,Seed,Undisclosed,2023-01-03
1122,PolicyBazaar,E-Commerce,ahmedabad,InfoEdge,Pre-Seed,"USD 4,000,000",2024/11/30
178,Chargebee,Media & Entertainment,NCR,Accel,Seed,"USD 16,000,000",06-18-2021
1399,PharmEasy,InsurTech,NOIDA,"Sequoia Capital India, nexus partners",Pre-Seed,"$1,400,000.00",23-Mar-2022
644,Vedantu,Mobility,NOIDA,"lightspeed india, SoftBank",Series A,"USD 6,000,000",09/12/2020
818,Udaan,Retail Tech,gurugram,"SAIF Partners, Blume Ventures",Bridge,"$2,800,000.00",2022-01-11
1212, Zerodha ,SaaS,NCR,Matrix Partners India,Pre-Seed,"$8,000,000.00",15-Feb-2023
1163, Udaan ,HealthTech,Delhi,"Steadview, Chiratae",Series B,"$2,500,000.00",09-19-2024
1028,Swiggy,SaaS,Chennai,"tiger global, InfoEdge",Angel,,2021/12/14
1483,meesho,Retail Tech,ahmedabad,blume ventures,Debt Financing,"$500,000",2024/05/24
1229,BharatPe,SaaS,Hyderabad ,"Softbank Vision Fund, Falcon Edge Capital",Series B,"$10,000,000.00",15-Dec-2023
1343,Darwinbox,InsurTech,GGN,"accel india, tiger global",Angel,"$20,000,000.00",18-Jan-2022
160,PolicyBazaar,Media & Entertainment,Bengaluru,Accel India,Angel,,20/07/2023
1468,ZEPTO,HealthTech,Calcutta,YC,Debt Financing,"USD 3,300,000",25-Jun-2021
741,Khatabook,Mobility,mumbai,"Softbank Vision Fund, Falcon Edge",Series A,"$5,000,000.00",10/12/2024
1198,Physicswallah,Real Estate Tech,gurugram,sequoia capital india,Seed,"₹747,000,000",28-Sep-2021
631,Meesho,AgriTech,Pune,Sequoia Capital,Debt Financing,"$7,000,000",22/02/2024
503,Nykaa,Cleantech,chennai,Lightspeed Venture Partners,Debt Financing,Undisclosed,2020/09/18
123,ElasticRun,Real Estate Tech,ahmedabad,SAIF Partners,Series C,"$2,700,000.00",2024/10/15
144,PharmEasy,Logistics,hyderabad,Falcon Edge,Series E,Undisclosed,2023-07-30
162,Innovaccer,Logistics,Pune,Y Combinator,Debt Financing,"50,000,000",24-Jun-2023
1169,ShareChat,HealthTech,New Delhi,"Elevation Capital, Steadview Capital",Series E,"$2,200,000",
60,upGrad,Mobility,PUNE,"Tiger Global, Elevation",Seed,"USD 30,000,000",15-Sep-2020
956,CRED,Media & Entertainment,Bengaluru ,InfoEdge,Seed,"₹307,100,000",
533,FIRSTCRY,FinTech,Bangalore,"Chiratae Ventures, Steadview Capital",Series B,"₹257,300,000",20-Sep-2023
76,PharmEasy,SaaS,hyderabad,Accel Partners,Series B,"$20,000,000.00",04/11/2020
28,upGrad,Logistics,NOIDA,"y combinator, blume ventures",Debt Financing,Undisclosed,01-17-2025
1293,Freshworks,InsurTech,Madras,"Kalaari, accel india",Pre-Seed,,07-20-2025
66,Meesho,Cleantech,Noida,"Kalaari Capital, Softbank Vision Fund",Series D,,2024/04/09
881,upGrad,HealthTech,Ahmedabad,Info Edge,Series C,Undisclosed,2024/06/04
1, Zepto ,E-Commerce,bangalore,Steadview Capital,Angel,N/A,2020-05-10
419,Mamaearth,Logistics,mumbai,"Y Combinator, Info Edge",Bridge,"2,200,000",12-25-2022
411,zerodha,FinTech,GGN,nexus partners,Debt Financing,"$3,000,000.00",
370,PharmEasy,SaaS,Ahmedabad,"Sequoia, tiger global",Series D,"USD 3,800,000",2025/08/30
701,Vedantu,Media & Entertainment,MUMBAI,lightspeed india,Pre-Seed,"USD 5,000,000",26-Dec-2020
504,Slice,E-Commerce,Gurugram,Sequoia Capital India,Series E,"USD 20,000,000",2021-10-22
749,slice,Gaming,,"Nexus Venture Partners, Matrix Partners India",Series D,Undisclosed,11/06/2021
1495,OYO,FoodTech,Bengaluru,"Steadview, nexus partners",Angel,,15/08/2022
1346,Delhivery,AI/ML,Calcutta,"Accel, tiger global",Seed,"₹83,000,000",25-Sep-2022
1341,Urban Company,AI/ML,Madras,"blume ventures, lightspeed india",Seed,"40,000,000",03/09/2023
684,Cars24,AI/ML,Gurgaon,y combinator,Series E,"40,000,000",2020-01-29
1076,Digit Insurance,Mobility,ahmedabad,Lightspeed,Series A,N/A,25-Apr-2022
1480,Freshworks,SaaS,Bangalore,"Steadview, kalaari capital",Seed,"₹3,320,000,000",05-08-2025
704,Rebel Foods,EdTech,kolkata,"Matrix Partners India, kalaari capital",Series A,"4,800,000",18/12/2025
540,MobiKwik,AgriTech,Gurgaon,tiger global,Series B,"$1,000,000",2021/03/10
595,zomato,AI/ML,kolkata,sequoia capital india,Angel,"₹58,100,000",05-26-2025
496,Khatabook,FinTech,Pune,Chiratae,Pre-Seed,"USD 20,000,000",
1405,Lenskart,E-Commerce,bangalore,Lightspeed Venture Partners,Pre-Seed,,2024/04/18
1037,KHATABOOK,E-Commerce,Chennai,"accel india, Falcon Edge",Debt Financing,Undisclosed,10/04/2025
1457,innovaccer,E-Commerce,chennai,"Matrix Partners, Nexus Venture Partners",Series A,N/A,14-Nov-2021
816,Darwinbox,Real Estate Tech,GGN,tiger global,Series D,,19-Jan-2022
764,BharatPe,InsurTech,Delhi,Elevation,Series D,Undisclosed,2020/03/06
838,Delhivery,Real Estate Tech,Hyderabad ,"Y Combinator, Kalaari Capital",Seed,"₹1,328,000,000",05-Aug-2025
582,Freshworks,Retail Tech,Mumbai,Accel Partners,Seed,"300,000",2025-12-19
569,Zerodha,Gaming,Chennai,"Softbank Vision Fund, y combinator",Bridge,"₹3,320,000,000",2023/07/29
1170,Pine Labs,InsurTech,Noida,Sequoia Capital,Series A,"$1,700,000",13-Jan-2021
96, Infra.Market ,AI/ML,Bombay,falcon edge,Series D,"USD 6,000,000",12/05/2021
1318,Zerodha,Media & Entertainment,Delhi,"Elevation, Blume",Debt Financing,,04-10-2021
67,meesho,E-Commerce,Calcutta,"Blume, accel india",Bridge,N/A,07-04-2023
120,Dailyhunt,Logistics,chennai,"Blume, Chiratae",Series A,,30/04/2021
1205,Freshworks,Retail Tech,kolkata,"info edge ventures, Elevation Capital",Series D,"USD 40,000,000",2021-12-23
1274,boat,FinTech,hyderabad,steadview capital,Series A,N/A,07/02/2024
122,Cars24,SaaS,Mumbai,"kalaari capital, Elevation Capital",Series C,"USD 2,000,000",2022-06-08
1388,Dailyhunt,Real Estate Tech,Bengaluru ,Accel,Series D,"$30,000,000",05-10-2020
1335,Infra.Market,Media & Entertainment,New Delhi,"tiger global, Nexus Venture",Series A,"USD 30,000,000",
426,CRED,HealthTech,BLR,"Accel Partners, Blume",Angel,N/A,2022/12/16
965,Byju's,FinTech,ahmedabad,"blume ventures, Nexus Venture",Private Equity,"1,700,000",01-23-2020
650,rebel foods,Media & Entertainment,Hyderabad ,"falcon edge, info edge ventures",Series C,"USD 500,000",20/02/2023
156,Rebel Foods,,delhi,"Tiger Global Management, Elevation",Series A,"₹498,000,000",17-Aug-2022
181, Physicswallah ,AgriTech,Ahmedabad,lightspeed india,Series A,"1,600,000",
611,Innovaccer,EdTech,Bengaluru,Sequoia,Bridge,,09-27-2022
410,Slice,Cleantech,NOIDA,"matrix partners, Kalaari",Angel,"$4,500,000.00",2021-07-07
690,Dunzo,InsurTech,Bangalore,"Accel, InfoEdge",Private Equity,Undisclosed,2025/02/24
912,VERNACULAR.AI,Media & Entertainment,kolkata,Chiratae Ventures,Series B,N/A,19-May-2024
1223,rebel foods,Gaming,noida,"Matrix Partners, Nexus Venture Partners",Seed,"USD 14,000,000",2020-04-18
632, Vedantu ,Logistics,noida,Blume,Bridge,"3,000,000",2023-12-19
165,ShareChat,Mobility,delhi,Accel Partners,Seed,,17/04/2024
727,MEESHO,E-Commerce,mumbai,"IDG Ventures, nexus partners",Seed,"$40,000,000",21-Jun-2024
957,Lenskart,Mobility,Chennai,Y Combinator,Angel,Undisclosed,2020-03-10
863,dunzo,EdTech,noida,Matrix Partners,Private Equity,"$8,000,000.00",2022/01/28
984,Innovaccer,AgriTech,ahmedabad,"Matrix Partners India, falcon edge",Series D,"₹249,000,000",2023-07-08
47,MEESHO,FoodTech,hyderabad,"SAIF Partners, Nexus Venture Partners",Bridge,"11,000,000",2024/07/13
308,boAt,HealthTech,delhi,"nexus partners, Elevation Capital",Private Equity,"20,000,000",06-16-2023
544,nykaa,FoodTech,bangalore,Matrix Partners,Series A,"$12,000,000",09-08-2022
52,Nykaa,InsurTech,NCR,falcon edge,Series E,Undisclosed,03/03/2020
1490,policybazaar,HealthTech,mumbai,"Accel India, Nexus Venture Partners",Bridge,"USD 5,000,000",2023-04-18
974,Innovaccer,EdTech,chennai,Chiratae Ventures,Series C,N/A,2021-01-09
1142,Postman,FinTech,,"Accel India, SoftBank",Series A,"20,000,000",12/02/2020
